Gestiune	Denumire grupa	Denumire	Cod	UM	Valuta	SD
Gestiunea 01	Zalman	Zalman ZM-M200 optical mouse	ZM-M200	Buc	USD	211
Gestiunea 01	Zalman	Zalman ZM-M300 Gaming Mouse	ZM-M300	Buc	USD	34
Gestiunea 01	Zalman	Zalman ZM-NC11 Notebook Cooler	ZM-NC11	Buc	USD	7
Gestiunea 01	Zalman	Zalman ZM-NC2	ZM-NC2	Buc	USD	203
Gestiunea 01	Zalman	Zalman ZM-NC3 Notebook Cooler	ZM-NC3	Buc	USD	13
Gestiunea 01	Zalman	Zalman ZM-STG1 Thermal Paste	ZM-STG1	Buc	USD	14
Gestiunea 01	Zalman	Zalman ZM-STG2	ZM-STG2	Buc	USD	34
Gestiunea 01	Zalman	Zalman ZM-VE350 HDD Enclosure Black 2.5 inch	ZM-VE350-BK	Buc	USD	6
Gestiunea 01	Zalman	Zalman ZM500-GLX	ZM500-GLX	Buc	USD	12
Gestiunea 01	Zalman	Zalman ZM600-GLX 600W PSU	ZM600-GLX	Buc	USD	3
Gestiunea 01	Zalman	Zalman ZM650-EBT 650W PSU 80+ Gold	ZM650-EBT	Buc	USD	16
Gestiunea 01	Zalman	Zalman ZM750-EBT 750W PSU 80+ Gold	ZM750-EBT	Buc	USD	9
Gestiunea 01	Zerotherm	ZEROtherm Intel LGA1366-1156 clip for Zen FZ120 and Nirvana NV120 Premium	ZC1366-1156	Buc	LEI	10
