Gestiune	Denumire grupa	Denumire	Cod	UM	Valuta	SD
Gestiunea 01	Thermaltake	Thermaltake View 28 RGB Black Window (C1H200M1WN0)	CA-1H2-00M1WN-00	Buc	USD	101
Gestiunea 01	Thermaltake	Thermaltake View 28 RGB Riing Edition (C1H200M1WN1)	CA-1H2-00M1WN-01	Buc	USD	34
Gestiunea 01	Thermaltake	Thermaltake View 71 Black Tempered Glass (C1I700F1WN0)	CA-1I7-00F1WN-00	Buc	USD	18
Gestiunea 01	Thermaltake	Thermaltake Water 3.0 Extreme S	CLW0224-B	Buc	USD	2
Gestiunea 01	Thermaltake	Thermaltake Water 3.0 Performer LNC	CLW0222-B	Buc	USD	110
Gestiunea 01	Thermaltake	Thermaltake Water 3.0 Riing Red 140 (CW150PL14RE)	CL-W150-PL14RE-A	Buc	USD	5
Gestiunea 01	Thermaltake	Thermaltake Water 3.0 Riing Red 280 (CW138PL14RE)	CL-W138-PL14RE-A	Buc	USD	1
Gestiunea 01	Thermaltake	Thermatake Riing Silent 12 Red (CLP022AL12R)	CL-P022-AL12RE-A	Buc	USD	38
Gestiunea 01	Thermaltake	Thermatake TR2 S 700W PSU	TRS-0700P-2	Buc	USD	21
Gestiunea 01	Thermaltake	Tt eSports CONTOUR Mobile Gaming Controller (MGBLKAPBBK1)	MG-BLK-APBBBK-01	Buc	USD	37
Gestiunea 01	Thermaltake	Tt eSPORTS Draconem Battle Dragon Black (MPDCMBLKHMS)	MP-DCM-BLKHMS-01	Buc	USD	25
Gestiunea 01	Thermaltake	Tt eSPORTS THERON Plus+ SMART MOUSE Black (MOTRPWDLOBK)	MO-TRP-WDLOBK	Buc	USD	19
Gestiunea 01	Thermaltake	Tt eSPORTS VENTUS Gaming Mouse Black (MOVTWDLOBK1)	MO-VET-WDLOBK-01	Buc	USD	14
Gestiunea 01	Thermaltake	Tt eSPORTS Ventus R Black (MVERWDOOBK1)	MO-VER-WDOOBK-01	Buc	USD	19
Gestiunea 01	Thermaltake	Tt eSPORTS VERTO EC Black (HTVTOANECBK)	HT-VTO-ANECBK-12	Buc	USD	9
Gestiunea 01	Tt eSPORTS	Te eSPORTS Talon Wired Mouse (MOTLNWDOOBK)	MO-TLN-WDOOBK-01	Buc	USD	11
Gestiunea 01	Tt eSPORTS	Tt eSPORTS AMARU Gaming Keyboard (KBAMR009USD)	KB-AMR009USD	Buc	USD	10
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Battle Dragon 10000 Power Bank (EAPWBBDBK01)	EA-PWB-BDEBLK-01	Buc	USD	53
Gestiunea 01	Tt eSPORTS	Tt eSPORTS BLACK Element	MO-BLE001DT	Buc	USD	1
Gestiunea 01	Tt eSPORTS	Tt eSPORTS BLACK Gaming Mouse	MO-BLK002DT	Buc	USD	9
Gestiunea 01	Tt eSPORTS	Tt eSPORTS BLACK V2 (MOBKVWDLOBK)	MO-BKV-WDLOBK-01	Buc	USD	51
Gestiunea 01	Tt eSPORTS	Tt eSPORTS CHALLENGER Edge (KBCHEMBBLUS)	KB-CHE-MBBLUS-01	Buc	USD	17
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Challenger Illuminated (KBCHL002USB)	KB-CHL002USB	Buc	USD	105
Gestiunea 01	Tt eSPORTS	Tt eSPORTS ChallengerGo Membrane Black Lighting (KBVELMBBLUS)	KB-VEL-MBBLUS-01	Buc	USD	6
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Chao Messenger Bag (EACESC004MB)	EAC-ESC004MB	Buc	USD	5
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Chao Waist Bag (EACESC003WB)	EAC-ESC003WB	Buc	USD	20
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Commander Combo Multi Backlit (KBCCMPLBLUS)	KB-CCM-PLBLUS-01	Buc	USD	7
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Cronos AD (HTCRAANECBK)	HT-CRA-ANECBK-14	Buc	USD	17
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Cronos Gaming Headset - Black (CRO008ECBL)	HT-CRO008ECBL	Buc	USD	25
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Cronos Riing RGB 7.1 Headset (HCRDIECBK20)	HT-CRA-DIECBK-20	Buc	USD	4
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Dasher Gaming Mouse Pad	EMP0001SLS	Buc	USD	7
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Dracco Captain Gaming Headset (DRC009ECRE)	HT-DRC009ECRE	Buc	USD	6
Gestiunea 01	Tt eSPORTS	TT eSPORTS Draconem RGB Cloth Edition Mouse Pad ((MPDCMRGBSMS)	MP-DCM-RGBSMS-01	Buc	USD	30
Gestiunea 01	Tt eSPORTS	TT eSPORTS Draconem RGB Mouse Pad ((MPDCMRGBHMS)	MP-DCM-RGBHMS-01	Buc	USD	5
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Gaming Glove Right hand	AC0012	Buc	USD	3
Gestiunea 01	Tt eSPORTS	Tt eSPORTS GT Comfort Black & Blue Gaming Chair (GGTCBLLFDL1)	GC-GTC-BLLFDL-01	Buc	USD	4
Gestiunea 01	Tt eSPORTS	Tt eSPORTS GT Comfort Black & Green Gaming Chair (GGTCBGLFDL1)	GC-GTC-BGLFDL-01	Buc	USD	6
Gestiunea 01	Tt eSPORTS	Tt eSPORTS GT Comfort Black & Red Gaming Chair (GGTCBRLFDL1)	GC-GTC-BRLFDL-01	Buc	USD	19
Gestiunea 01	Tt eSPORTS	Tt eSPORTS GT Fit Black & Green Gaming Chair (GGTFBGMFDL1)	GC-GTF-BGMFDL-01	Buc	USD	1
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Isurus Pro (HTISFANIBBK)	HT-ISF-ANIBBK-19	Buc	USD	26
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Level 10 M Advanced Black (MLMAWDLOBK1)	MO-LMA-WDLOBK-01	Buc	USD	19
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Level 10 M Diamond Black	MO-LTM009DT	Buc	USD	3
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Level 10 M Gaming Headset (LTM010ECBL)	HT-LTM010ECBL	Buc	USD	2
Gestiunea 01	Tt eSPORTS	Tt eSPORTS MEKA G-Unit	KB-MGU006US	Buc	USD	4
Gestiunea 01	Tt eSPORTS	Tt eSPORTS MEKA G-Unit Illuminated (KBMGU006USB)	KB-MGU006USB	Buc	USD	1
Gestiunea 01	Tt eSPORTS	Tt eSPORTS POSEIDON Z RGB Blue Switch (KBPZRKLBRUS)	KB-PZR-KLBRUS-01	Buc	USD	9
Gestiunea 01	Tt eSPORTS	Tt eSPORTS POSEYDON Z Illuminated (KBPIZKLBLUS)	KB-PIZ-KLBLUS-01	Buc	USD	5
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Shock 3D 7.1 Headset Black USB (HTRSODIECBK)	HT-RSO-DIECBK-13	Buc	USD	8
Gestiunea 01	Tt eSPORTS	Tt eSPORTS SHOCK Black (SHK002ECBL)	HT-SHK002ECBL	Buc	USD	41
Gestiunea 01	Tt eSPORTS	Tt eSPORTS SHOCK Blasting Red	HT-SHK002ECRE	Buc	USD	2
Gestiunea 01	Tt eSPORTS	Tt eSPORTS SHOCK Console One (SHO001ECGR)	HT-SHO001ECGR	Buc	USD	9
Gestiunea 01	Tt eSPORTS	Tt eSPORTS SHOCK Spin HD Red (SKH006ECRE)	HT-SKH006ECRE	Buc	USD	5
Gestiunea 01	Tt eSPORTS	Tt eSPORTS SHOCK Spin HD White (SKH006ECWH)	HT-SKH006ECWH	Buc	USD	5
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Talon X GAMING GEAR COMBO (MOCPCWDOBK1)	MO-CPC-WDOOBK-01	Buc	USD	21
Gestiunea 01	Tt eSPORTS	Tt eSPORTS THERON Battle Edition (MOTRN006DTK)	MO-TRN006DTK	Buc	USD	6
Gestiunea 01	Tt eSPORTS	Tt eSPORTS THERON Black	MO-TRN006DT	Buc	USD	8
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Ventu X Black (MOVEXWDLOBK)	MO-VEX-WDLOBK-01	Buc	USD	28
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Ventus X Plus Mouse (MVXPWDLOBK1)	MO-VXP-WDLOBK-01	Buc	USD	16
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Ventus X RGB Mouse (MVXOWDOOBK1)	MO-VXO-WDOOBK-01	Buc	USD	9
Gestiunea 01	Tt eSPORTS	Tt eSPORTS Ventus Z (MOVEZWDLOBK)	MO-VEZ-WDLOBK-01	Buc	USD	43
Gestiunea 01	Tt eSPORTS	Tt eSPORTS VOLOS Black (VLSWDLOBK01)	MO-VLS-WDLOBK-01	Buc	USD	48
Gestiunea 01	Ventifresh	Ventifresh CLED-VF111011 (CLDVF111011)	CLED-VF111011	Buc	EUR	5
Gestiunea 01	VR Shinecon	VR Shinecon VR Glasses G02	SC-G02	Buc	USD	463
Gestiunea 01	Xell	Xell 2.5D Silk Print Full Cover Tempered Glass Huawei P10 Lite Black	X2FGHP10LBK	Buc	USD	26
Gestiunea 01	Xell	Xell 2.5D Silk Print Full Cover Tempered Glass Huawei P10 Plus Black	X2FGHP10PBK	Buc	USD	49
Gestiunea 01	Xell	Xell 2.5D Silk Print Full Cover Tempered Glass LG G6 Black	X2FGLGG6BK	Buc	USD	46
Gestiunea 01	Xell	Xell 2.5D Silk Print Full Cover Tempered Glass Samsung Galaxy A3 2017 Black	X2FGSGA37BK	Buc	USD	43
Gestiunea 01	Xell	Xell 2.5D Silk Print Full Cover Tempered Glass Samsung Galaxy A5 2017 Black	X2FGSGA57BK	Buc	USD	33
Gestiunea 01	Xell	Xell 2.5D Silk Print Full Cover Tempered Glass Samsung Galaxy A7 2017 Black	X2FGSGA77BK	Buc	USD	47
Gestiunea 01	Xell	Xell 2.5D Silk Print Full Cover Tempered Glass Samsung Galaxy J3 J320 (2017) Black	X2FGSGJ37BK	Buc	USD	37
Gestiunea 01	Xell	Xell 2.5D Silk Print FullCover Tempered Glass Huawei P8 Lite (2017) Black	X2FGHP8L7BK	Buc	USD	49
Gestiunea 01	Xell	Xell 2.5D SilkPrint Full Cover Tempered Glass Huawei P10 Black	X2FGHWP10BK	Buc	USD	42
Gestiunea 01	Xell	Xell 3D Case Friendly Tempered Glass Samsung Galaxy S8 Black	X3CGSGS8BK	Buc	USD	38
Gestiunea 01	Xell	Xell 3D Case Friendly Tempered Glass Samsung Galaxy S8 Full Transparent	X3CGSGS8FT	Buc	USD	38
Gestiunea 01	Xell	Xell 3D Case Friendly Tempered Glass Samsung Galaxy S8 Plus Black	X3CGSGS8PBK	Buc	USD	49
Gestiunea 01	Xell	Xell 3D Case Friendly Tempered Glass Samsung Galaxy S8 Plus Full Transparent	X3CGSGS8PFT	Buc	USD	38
Gestiunea 01	Xell	Xell 3D Full Cover Tempered Glass iPhone 6 plus/7 plus Black	X3FGIP7PBK	Buc	USD	57
Gestiunea 01	Xell	Xell 3D Full Cover Tempered Glass iPhone 6/7 Black	X3FGIP7BK	Buc	USD	44
Gestiunea 01	Xell	Xell 3D Full Cover Tempered Glass Samsung Galaxy S7 edge Full Transparent	X3FGSGS7EFT	Buc	USD	22
Gestiunea 01	Xell	Xell 3D Full Cover Tempered Glass Samsung Galaxy S7 Full Transparent	X3FGSGS7FT	Buc	USD	17
Gestiunea 01	Xell	Xell 3D Full Cover Tempered Glass Samsung Galaxy S8 Black	X3FGSGS8BK	Buc	USD	44
Gestiunea 01	Xell	Xell 3D Full Cover Tempered Glass Samsung Galaxy S8 Full Transparent	X3FGSGS8FT	Buc	USD	31
Gestiunea 01	Xell	Xell 3D Full Cover Tempered Glass Samsung Galaxy S8 Plus Black	X3FGSGS8PBK	Buc	USD	45
Gestiunea 01	Xell	Xell 3D Full Cover Tempered Glass Samsung Galaxy S8 Plus Full Transparent	X3FGSGS8PFT	Buc	USD	44
Gestiunea 01	Xell	Xell Normal Clear Tempered Glass Huawei P9 Lite	XFGHWP9LFT	Buc	USD	58
Gestiunea 01	Xell	Xell Normal Clear Tempered Glass Nintendo Switch	XFGNINSWFT	Buc	USD	20
Gestiunea 01	Xell	Xell Normal Clear Tempered Glass Samsung Galaxy J5 J510 (2016)	XFGSGJ56FT	Buc	USD	80
Gestiunea 01	Xell	Xell Normal Clear Tempered Glass Samsung Galaxy J7 J710 (2016)	XFGSGJ76FT	Buc	USD	63
Gestiunea 01	Xell	Xell Normal Clear Tempered Glass Xiaomi Redmi Note 3	XFGXIRN3FT	Buc	USD	49
Gestiunea 01	Zalman	Zalman CNPS80F	CNPS80F	Buc	USD	21
Gestiunea 01	Zalman	Zalman CNPS8X Optima	CNPS8X-OPT	Buc	USD	12
Gestiunea 01	Zalman	Zalman CNPS90F	CNPS90F	Buc	USD	4
Gestiunea 01	Zalman	Zalman DF12	ZM-DF12	Buc	USD	12
Gestiunea 01	Zalman	Zalman Fan Mate 2	FAN-MATE2	Buc	USD	113
Gestiunea 01	Zalman	Zalman M1 Mini-ITX Case	M1	Buc	USD	3
Gestiunea 01	Zalman	Zalman NS-1000	ZM-NS1000	Buc	USD	109
Gestiunea 01	Zalman	Zalman T1 Plus Black	ZM-T1-PLUS	Buc	USD	7
Gestiunea 01	Zalman	Zalman T5	T5	Buc	USD	5
Gestiunea 01	Zalman	Zalman Z12	Z12	Buc	USD	9
Gestiunea 01	Zalman	Zalman Z12 Plus	Z12-PLUS	Buc	USD	15
Gestiunea 01	Zalman	Zalman Z9 NEO	Z9-NEO	Buc	USD	4
Gestiunea 01	Zalman	Zalman ZM-F1 LED(SF) 80mm Blue (ZM-F1LEDSF)	ZM-F1LED(SF)	Buc	USD	16
Gestiunea 01	Zalman	Zalman ZM-F1 PLUS(SF) 80mm  Shark Fin fan	ZM-F1+(SF)	Buc	USD	2
Gestiunea 01	Zalman	Zalman ZM-F1-FDB(SF) 80mm (ZMF1FDB(SF))	ZM-F1FDB(SF)	Buc	USD	35
Gestiunea 01	Zalman	Zalman ZM-F2 LED(SF) Blue 92mm (ZM-F2LEDSF)	ZM-F2LED(SF)	Buc	USD	9
Gestiunea 01	Zalman	Zalman ZM-F2 PLUS(SF) 92mm  Shark Fin fan	ZM-F2+(SF)	Buc	USD	12
Gestiunea 01	Zalman	Zalman ZM-F3 LED(SF) Blue 120mm (ZM-F3LEDSF)	ZM-F3LED(SF)	Buc	USD	6
Gestiunea 01	Zalman	Zalman ZM-GM3 laser gaming mouse	ZM-GM3	Buc	USD	32
Gestiunea 01	Zalman	Zalman ZM-HPS10BT Black	ZM-HPS10BTB	Buc	USD	9
Gestiunea 01	Zalman	Zalman ZM-HPS200	ZM-HPS200	Buc	USD	15
Gestiunea 01	Zalman	Zalman ZM-HPS300	ZM-HPS300	Buc	USD	21
Gestiunea 01	Zalman	Zalman ZM-K350M multimedia keyboard	ZM-K350M	Buc	USD	85
Gestiunea 01	Zalman	Zalman ZM-K400G gaming keyboard	ZM-K400G	Buc	USD	6
Gestiunea 01	Zalman	Zalman ZM-M130C White	ZM-M130C-WH	Buc	USD	27
Gestiunea 01	Zalman	Zalman ZM-M200 optical mouse	ZM-M200	Buc	USD	146
Gestiunea 01	Zalman	Zalman ZM-NC2	ZM-NC2	Buc	USD	192
Gestiunea 01	Zalman	Zalman ZM-SHE350 Security HDD Case	ZM-SHE350	Buc	USD	4
Gestiunea 01	Zalman	Zalman ZM-SHE500 Security HDD Case	ZM-SHE500	Buc	USD	4
Gestiunea 01	Zalman	Zalman ZM-STG1 Thermal Paste	ZM-STG1	Buc	USD	9
Gestiunea 01	Zalman	Zalman ZM-VE350 HDD Enclosure Silver 2.5 inch	ZM-VE350-SL	Buc	USD	4
Gestiunea 01	Zalman	Zalman ZM400-LEII 400W PSU	ZM400-LEII	Buc	LEI	2
Gestiunea 01	Zalman	Zalman ZM400-LX 400W PSU	ZM400-LX	Buc	USD	1
Gestiunea 01	Zalman	Zalman ZM500-LEII 500W PSU	ZM500-LEII	Buc	USD	5
Gestiunea 01	Zalman	Zalman ZM500-LX 500W PSU	ZM500-LX	Buc	USD	10
Gestiunea 01	Zalman	Zalman ZM500-TX	ZM500-TX	Buc	USD	6
Gestiunea 01	Zalman	Zalman ZM600-LEII 600W PSU	ZM600-LEII	Buc	USD	15
Gestiunea 01	Zalman	Zalman ZM600-LX 600W PSU	ZM600-LX	Buc	USD	10
Gestiunea 01	Zalman	Zalman ZM600-TX	ZM600-TX	Buc	USD	4
Gestiunea 01	Zalman	Zalman ZM700-LEII 700W PSU	ZM700-LEII	Buc	USD	5
Gestiunea 01	Zalman	Zalman ZM700-TX	ZM700-TX	Buc	USD	1
